ct_dwarf_ranges_5;Siege Workshops;;;;;;;;;;;;x
ct_ancestordwarf_halls_1;Hall of Deeds;;;;;;;;;;;;x
ct_ancestordwarf_halls_2;Hall of Deeds;;;;;;;;;;;;x
ct_ancestordwarf_halls_3;Hall of Deeds;;;;;;;;;;;;x
ct_ancestordwarf_halls_1_desc;Though all Dwarf Holds are home to a Hall of Deeds, a section of the hold devoted to remembering and recording the deeds of particularly successful Dwarfs, none are greater than the ones inside a Guild Hold. Each Guild wants to make sure that the deeds of their esteemed ancestors and guild-founders are properly recorded and guarded, and they will spare no expense on these endeavors.;;;;;;;;;;;;x
ct_dwarf_engineers_cannons_1_desc;The Cannons made by the Dwarfs are of the highest quality, much less prone to misfires and malfunctions that the Human ones. First made by the Dwarfs of Zhufbar, now, most Dwarf clans maintain a number of cannons They are hauled into overlooking positions on the battlefield, where their long range and potent shot can dictate the course of the enemy's actions. Given the quality of their make, many Cannons have been in service for a number of centuries and are revered by their crew..;;;;;;;;;;;;x
ct_dwarf_engineers_cannons_1;Cannon Armoury;;;;;;;;;;;;x
ct_dwarf_engineers_cannons_2;Cannon Armoury;;;;;;;;;;;;x
ct_dwarf_engineers_cannons_3;Cannon Armoury;;;;;;;;;;;;x
ct_dwarf_engineers_cannons_4;Cannon Armoury;;;;;;;;;;;;x
ct_dwarf_brewery_1;Dwarf Brewery;;;;;;;;;;;;x
ct_dwarf_brewery_2;Dwarf Brewery;;;;;;;;;;;;x
ct_dwarf_brewery_3;Dwarf Brewery;;;;;;;;;;;;x
ct_dwarf_brewery_4;Dwarf Brewery;;;;;;;;;;;;x
ct_dwarf_brewery_1_desc;A small brewery were the beer for the commoners are made, which even though it is probably the better than any human could do. Brewing and drinking beer are very important parts of Dwarf society; this is also why you can expect to see a brewery in every Dwarf hold, no matter how small and insignificant it is.;;;;;;;;;;;;x
ct_dwarf_brewery_2_desc;A medium sized brewery were proper Dwarf beer is made, the kind that is served in most taverns around the Dwarf realms. Someone other than a Dwarf would probably describe it as the best beer that they've ever had, but what do they know about beer anyway?;;;;;;;;;;;;x
ct_dwarf_brewery_3_desc;A large brewery were high quality beer is made, suitable for Dwarf nobility. These can be found in most of the larger Dwarf holds in the realms.;;;;;;;;;;;;x
ct_dwarf_brewery_4_desc;A very large Dwarf brewery with beer even rivalling that of Josef Bugman's!;;;;;;;;;;;;x
ct_dwarf_shipyard_1;Dwarf Shipyard;;;;;;;;x
ct_dwarf_shipyard_2;Dwarf Shipyard;;;;;;;;x
ct_dwarf_shipyard_3;Dwarf Shipyard;;;;;;;;x
ct_dwarf_shipyard_4;Dwarf Shipyard;;;;;;;;x
ct_dwarf_shipyard_desc;The Dwarfs are masters of steamworks and metallurgy, and their fleets reflect this fact. Dwarf Ships are massive armored hulks, protected by layers of steel forged in the greatest of foundries. Each ships also transports many spare parts and a crew of Engineers in ctse repairs are needed in the high sea, as well as trade goods.;;;;;;;;x
tp_dwarf_outer_fort_1_desc;The Runesmiths’ Guild has special reverence towards the Ancestor Gods, and usually lend their aid to the Shrine Holds in the form of mighty runic wards in order to protect the abodes of the Ancestors.;;;;;;;;;;;;x
tp_dwarf_outer_fort_1;Runic Wards;;;;;;;;;;;;x
tp_dwarf_outer_fort_2;Runic Wards;;;;;;;;;;;;x
tp_dwarf_outer_fort_3;Runic Wards;;;;;;;;;;;;x
tp_dwarf_outer_fort_4;Runic Wards;;;;;;;;;;;;x
tp_dwarf_outer_fort_5;Runic Wards;;;;;;;;;;;;x
tp_dwarf_outer_fort_6;Runic Wards;;;;;;;;;;;;x
tp_dwarf_hold_1_desc;Many, if not all, Dwarf Karaks have a Hall of Sanctity dedicated to the Ancestor Gods. In many holds, there are mountain shrines separate from the main structure, devoted solely to the veneration of the Ancestors. These places are much smaller than a usual hold, normally consisting of a great hall housing statues or shrines to the Ancestor Gods surrounded by smaller halls. These shrine holds usually defer to the main Karaks for protection, though their are very capable of defending themselves.;;;;;;;;;;;;x
tp_dwarf_hold_1;Shrine Hold;;;;;;;;;;;;x
tp_dwarf_hold_2;Shrine Hold;;;;;;;;;;;;x
tp_dwarf_hold_3;Shrine Hold;;;;;;;;;;;;x
tp_dwarf_hold_4;Shrine Hold;;;;;;;;;;;;x
tp_dwarf_hold_5;Shrine Hold;;;;;;;;;;;;x
tp_dwarf_hold_6;Shrine Hold;;;;;;;;;;;;x
tp_dwarf_clan_halls_1_desc;The Ancestral Guard is composed by Dwarfs who have chosen to fully commit themselves to the protection of the Ancestor Gods’ shrines, temples and statues. Most of the Shrine Holds will have a hall housing a garrison of these stubborn defenders.;;;;;;;;;;;;x
tp_dwarf_clan_halls_1;Ancestral Guard;;;;;;;;;;;;x
tp_dwarf_clan_halls_2;Ancestral Guard;;;;;;;;;;;;x
tp_dwarf_clan_halls_3;Ancestral Guard;;;;;;;;;;;;x
tp_dwarf_clan_halls_4;Ancestral Guard;;;;;;;;;;;;x
tp_dwarf_town_1_desc;The Lorekeepers are Dwarfs charged with chronicling, recording and remembering Dwarf law and lore. They also fulfil a role somewhat akin to priests, maintaining the shrines and records of the Ancestor Gods. They usually reside in great library chambers, constantly buried and lost in great books. Many Dwarf Lords also trust them with accounting and other monetary duties, a task they begrudgingly accept.;;;;;;;;;;;;x
tp_dwarf_town_1;Lorekeeper's Library;;;;;;;;;;;;x
tp_dwarf_town_2;Lorekeeper's Library;;;;;;;;;;;;x
tp_dwarf_town_3;Lorekeeper's Library;;;;;;;;;;;;x
tp_dwarf_town_4;Lorekeeper's Library;;;;;;;;;;;;x
tp_dwarf_town_5;Lorekeeper's Library;;;;;;;;;;;;x
tp_dwarf_town_6;Lorekeeper's Library;;;;;;;;;;;;x
tp_dwarf_smithy_1_desc;These echoing chambers contain only the local Karak’s Book of Grudges, a hefty tome where all wrongs against the Hold are recorded, never to be forgotten. The local Grudge Keeper scribbles down the king’s pronouncements and spends the rest of the year carefully updating the Book of Grudges.;;;;;;;;;;;;x
tp_dwarf_smithy_1;Hall of Remembering;;;;;;;;;;;;x
tp_dwarf_smithy_2;Hall of Remembering;;;;;;;;;;;;x
tp_dwarf_smithy_3;Hall of Remembering;;;;;;;;;;;;x
tp_dwarf_smithy_4;Hall of Remembering;;;;;;;;;;;;x
tp_ascept_grungi_1_desc;Grungni is one of the three chief Ancestor Gods.  He is the god of mining and smiths and he is both an artisan and a warrior god. His main credo is oath and honour, upon which Dwarf society is built, and as such, statues and shrines consecrated to him will boost the local Dwarfs’ stubbornness and morale.\n Each Shrine Hold can only hold a single shrine dedicated to one of the three chief Ancestor Gods.;;;;;;;;;;;;x
tp_ascept_grungi_1;Shrine to Grungni;;;;;;;;;;;;x
tp_ascept_grungi_2;Shrine to Grungni;;;;;;;;;;;;x
tp_ascept_grungi_3;Shrine to Grungni;;;;;;;;;;;;x
tp_ascept_grungi_4;Shrine to Grungni;;;;;;;;;;;;x
tp_ascept_grimnir_1_desc;Grimnir is one of the three chief Ancestor Gods.  He is the god of warriors and the patron of the Slayer Cult. Statues and shrines consecrated to him will boost the local Dwarfs’ bravery in battle and attract a small detachment of Slayers.\n Each Shrine Hold can only have a single shrine dedicated to one of the three chief Ancestor Gods.;;;;;;;;;;;;x
tp_ascept_grimnir_1;Shrine to Grimnir;;;;;;;;;;;;x
tp_ascept_grimnir_2;Shrine to Grimnir;;;;;;;;;;;;x
tp_ascept_grimnir_3;Shrine to Grimnir;;;;;;;;;;;;x
tp_ascept_grimnir_4;Shrine to Grimnir;;;;;;;;;;;;x
tp_ascept_valaya_1_desc;Valaya is one of the three chief Ancestor Gods.  She is the goddess of healing and protection, and founder of many of the Dwarf Karaks. Statues and shrines consecrated to her will be defended by a cadre of Sisters of Valaya, female guards dedicated to the Ancestor Goddess and armed with the finest handguns.\n Each Shrine Hold can only have a single shrine dedicated to one of the three chief Ancestor Gods.;;;;;;;;;;;;x
tp_ascept_valaya_1;Shrine to Valaya;;;;;;;;;;;;x
tp_ascept_valaya_2;Shrine to Valaya;;;;;;;;;;;;x
tp_ascept_valaya_3;Shrine to Valaya;;;;;;;;;;;;x
tp_ascept_valaya_4;Shrine to Valaya;;;;;;;;;;;;x
fp_guildhall_1;Small Guild Hall;;;;;;;;;;;;x
fp_guildhall_2;Guild Hall;;;;;;;;;;;;x
fp_guildhall_3;Large Guild Hall;;;;;;;;;;;;x
fp_guildhall_4;Great Guild Hall;;;;;;;;;;;;x
fp_guildhall_1_desc;At the center of every Dwarf Guild lies the Guild hall, which houses the main family of the guild, normally the owners. While Human guild houses may stock a mix of personal retinues, family living spaces, vast courts, and of course, their goods, Dwarf Guild halls mostly house their private retinues, wares, and most of the guildmaster's family.;;;;;;;;;;;;x
fp_guildretinue_1;Small Guild Retinue Barracks;;;;;;;;;;;;x
fp_guildretinue_2;Guild Retinue Barracks;;;;;;;;;;;;x
fp_guildretinue_3;Large Guild Retinue Barracks;;;;;;;;;;;;x
fp_guildretinue_1_desc;Here is where the guild's private, elite retinues are housed. All of their needs, from drinks and foostuffs, to personal equipment, effects, and even families are found here, so that the retinue need not worry about such trivial things.;;;;;;;;;;;;x
fp_hammerers_1;Small Hammerer Quarters;;;;;;;;;;;;x
fp_hammerers_2;Hammerer Quarters;;;;;;;;;;;;x
fp_hammerers_3;Large Hammerer Quarters;;;;;;;;;;;;x
fp_hammerers_1_desc;The mighty Dwarf Hammerers are trained and quartered here. Wielding mastercrafted two-handed warhammers, Hammerers excel at smashing through battle lines and taking care of stubborn, heavily armored units. Their prescence inspires nearby Dwarfs to greater heroic acts.;;;;;;;;;;;;x
fp_quarrelers_1;Small Quarrelers Practice Range;;;;;;;;;;;;x
fp_quarrelers_2;Quarrelers Practice Range;;;;;;;;;;;;x
fp_quarrelers_3;Large Quarrelers Practice Range;;;;;;;;;;;;x
fp_quarrelers_1_desc;The fearsome Dwarf Quarrelers are stationed in this section of the Guild hall, being gifted private, expertly crafted crossbows for their arsenal. Quarrelers are a sound addition to any Dwarf throng, able to punch well above their height, piercing event the strongest of armors, they have a fearsome reputation amongst the Dwarfs enemies.;;;;;;;;;;;;x
fp_thunderers_1;Small Thunderers Shooting Gallery;;;;;;;;;;;;x
fp_thunderers_2;Thunderers Shooting Gallery;;;;;;;;;;;;x
fp_thunderers_3;Large Thunderers Shooting Gallery;;;;;;;;;;;;x
fp_thunderers_1_desc;The crackshot elite thunderers of the guild muster here. Formed from veteran thunderer groups, these Dwarfs wield gunpowder weapons. Well known for their range and stopping power, thunderers are a stronger alternative to Quarrelers, although they are no where near as plentiful as Quarrelers. Due to housing constraints, Thunderers cannot be housed alongside cannons.;;;;;;;;;;;;x
fp_cannons_1;Small Masterwork Cannonsmithy;;;;;;;;;;;;x
fp_cannons_2;Masterwork Cannonsmithy;;;;;;;;;;;;x
fp_cannons_3;Large Masterwork Cannonsmithy;;;;;;;;;;;;x
fp_cannons_1_desc;A Dwarfs skill at metalworking is legendary, and with the power and money of the guilds, they can house the greatest and best of their kind. Dwarf cannons are superior to their Human counterparts in almost every way imaginable, but they are in fewer numbers and take longer to replace loses as a result. Dwarf cannons are also not made to certain specifications. Instead, each cannonsmith has his own special design, with some firing faster, or being able to hit targets from farther away. Due to housing constraints, cannonsmithys cannot be quartered alongside thunderers.;;;;;;;;;;;;x
fp_dwarfshipyard_1;Small Private Shipyard;;;;;;;;;;;;x
fp_dwarfshipyard_2;Private Shipyard;;;;;;;;;;;;x
fp_dwarfshipyard_3;Large Private Shipyard;;;;;;;;;;;;x
fp_dwarfshipyard_1_desc;For those guilds located in Barak Varr, or any other place that has access to the oceans of the world, they may build grand drydocks and shipyards to house their own private fleets. Dwarf vessels are rare sights, with most preferring land over sea, but those that do take to the open oceans are fierce adversaires and stalwart defenders of the guild, manning the most advanced ships on the seas.;;;;;;;;;;;;x
#
# DWARF/CHAOS DWARF BUILDINGS
#
any_dwarf_building_trigger_tt;The province culture and ruler culture are both Old World Dwarf, or both Chaos Dwarf.;;;;;;;;;;;;x
ca_any_dwarf_defensive_cannons_1;Defensive Cannons;;;;;;;;;;;;x
ca_any_dwarf_defensive_cannons_2;Defensive Cannons;;;;;;;;;;;;x
ca_any_dwarf_defensive_cannons_3;Defensive Cannons;;;;;;;;;;;;x
ca_any_dwarf_defensive_cannons_4;Defensive Cannons;;;;;;;;;;;;x
ca_any_dwarf_defensive_cannons_5;Defensive Cannons;;;;;;;;;;;;x
ca_any_dwarf_defensive_cannons_6;Defensive Cannons;;;;;;;;;;;;x
ca_any_dwarf_defensive_cannons_7;Defensive Cannons;;;;;;;;;;;;x
ca_any_dwarf_defensive_cannons_8;Defensive Cannons;;;;;;;;;;;;x
ca_any_dwarf_defensive_cannons_desc;Dwarfs are the undisputed masters of artillery. The great holds of the Everlasting Realm, the frozen keeps of the Dawi Drak, and the blackened fortresses of the Chaos Dwarfs are all defended by expertly designed and placed cannons.;;;;;;;;;;;;x
ct_any_dwarf_hearthguard_1;Guardians of the Hearth;;;;;;;;;;;;x
ct_any_dwarf_hearthguard_2;Guardians of the Hearth;;;;;;;;;;;;x
ct_any_dwarf_hearthguard_3;Guardians of the Hearth;;;;;;;;;;;;x
ct_any_dwarf_hearthguard_4;Guardians of the Hearth;;;;;;;;;;;;x
ct_any_dwarf_hearthguard_5;Guardians of the Hearth;;;;;;;;;;;;x
ct_any_dwarf_hearthguard_6;Guardians of the Hearth;;;;;;;;;;;;x
ct_any_dwarf_hearthguard_7;Guardians of the Hearth;;;;;;;;;;;;x
ct_any_dwarf_hearthguard_8;Guardians of the Hearth;;;;;;;;;;;;x
ct_any_dwarf_hearthguard_desc;The warrior skills of dwarf women are not as famous as those of their menfolk, but they are every bit as well-trained. Other peoples of the Old World can hardly be blamed for their ignorance, however, as dwarf women rarely set foot outside their holds and almost exclusively fight in defensive actions.;;;;;;;;;;;;x
tp_any_dwarf_dwarfwrought_walls_1;Dwarfwrought Walls;;;;;;;;;;;;x
tp_any_dwarf_dwarfwrought_walls_2;Dwarfwrought Walls;;;;;;;;;;;;x
tp_any_dwarf_dwarfwrought_walls_3;Dwarfwrought Walls;;;;;;;;;;;;x
tp_any_dwarf_dwarfwrought_walls_4;Dwarfwrought Walls;;;;;;;;;;;;x
tp_any_dwarf_dwarfwrought_walls_5;Dwarfwrought Walls;;;;;;;;;;;;x
tp_any_dwarf_dwarfwrought_walls_6;Dwarfwrought Walls;;;;;;;;;;;;x
tp_any_dwarf_dwarfwrought_walls_7;Dwarfwrought Walls;;;;;;;;;;;;x
tp_any_dwarf_dwarfwrought_walls_8;Dwarfwrought Walls;;;;;;;;;;;;x
tp_any_dwarf_dwarfwrought_walls_desc;No matter their gods, dwarfs protect their sacred places with magnificent fortifications. Master masons create a forbidding physical barrier, then their work is augmented by runesmiths or sorcerers to produce a proper defence for the temple.;;;;;;;;;;;;x
fp_dwarf_ale_cellar_1;Humble Ale Cellar;;;;;;;;;;;;x
fp_dwarf_ale_cellar_2;Fine Ale Cellar;;;;;;;;;;;;x
fp_dwarf_ale_cellar_3;Great Ale Cellar;;;;;;;;;;;;x
fp_dwarf_ale_cellar_4;Glorious Ale Cellar;;;;;;;;;;;;x
fp_dwarf_ale_cellar_desc;Nothing - not all the world's oceans, not corruption by Chaos, not even death itself - can truly slake a dwarf's thirst for ale. As the head of an aspiring trading family, it is essential that you have a fine cellar stocked with the best ales in the region and some fine imports to boot.;;;;;;;;;;;;x
fp_dwarf_vault_1;Basic Clan Vault;;;;;;;;;;;;x
fp_dwarf_vault_2;Secure Clan Vault;;;;;;;;;;;;x
fp_dwarf_vault_3;Trapped Clan Vault;;;;;;;;;;;;x
fp_dwarf_vault_4;Impregnable Clan Vault;;;;;;;;;;;;x
fp_dwarf_vault_desc;Wealth is a key marker of status in dwarf cultures. To be stolen from is to be dishonored, and to fall prey to a burglar is to be disgraced. For this reason, even the most humble dwarf guards their treasures with a zeal practically unknown in the lands of men.;;;;;;;;;;;;x
#
# DAWI ZHARR UNIQUE BUILDINGS AND WONDERS
#
wonder_zharr_naggrund;The Tower of Fire and Desolation;;;;;;;;;;;;x
wonder_zharr_naggrund_desc;Mingol Zharr-Naggrund is the true capital of all Chaos Dwarfs. It is a great ziggurat-city made out of obsidian, equal parts fortress, factory and temple. Great factories, which run thanks to the waters of the River Ruin and the toil of thousands of slaves, forge all kinds of mass-produced armours and weapons, which are often sold all around the Dark Lands and beyond.;;;;;;;;;;;;x
wonder_tower_gorgoth;Tower of Gorgoth;;;;;;;;;;;;x
wonder_tower_gorgoth_desc;The Tower of Gorgoth rests atop a plateau in a small volcanic mountain range in the southern region of the Dark Lands. Deep within the remains of the long extinct volcano Azgorh, the Dawi Zharr found there to be vast seams of precious minerals. Untold numbers of slaves have been brought here over the centuries, and the mines have developed into an extensive network.  A huge garrison of Chaos Dwarfs keeps vigilance over the tower and the surrounding area with rocket batteries aligned along the ramparts and towers of the citadel.;;;;;;;;;;;;x
